age,education,maritalstatus,occupation,hoursperweek,income
21,Some-college,Never-married,Tech-support,16,<=50K
25,10th,Never-married,Handlers-cleaners,40,<=50K
21,Assoc-voc,Never-married,Farming-fishing,30,<=50K
21,Some-college,Never-married,Exec-managerial,10,<=50K
17,11th,Never-married,Sales,12,<=50K
57,7th-8th,Widowed,Sales,3,<=50K
23,Bachelors,Never-married,Sales,12,<=50K
30,HS-grad,Never-married,Sales,30,<=50K
18,11th,Never-married,Handlers-cleaners,40,<=50K
17,10th,Never-married,Other-service,18,<=50K
39,7th-8th,Never-married,Other-service,35,<=50K
18,11th,Never-married,Other-service,23,<=50K
17,10th,Never-married,Protective-serv,40,<=50K
21,Some-college,Never-married,Sales,12,<=50K
18,Some-college,Never-married,Handlers-cleaners,35,<=50K
19,12th,Never-married,Other-service,20,<=50K
18,11th,Never-married,Sales,20,<=50K
18,Some-college,Never-married,Adm-clerical,15,<=50K
17,11th,Never-married,Adm-clerical,40,<=50K
17,10th,Never-married,Other-service,12,<=50K
19,10th,Never-married,Handlers-cleaners,45,<=50K
20,Some-college,Never-married,Sales,15,<=50K
57,1st-4th,Widowed,Craft-repair,45,<=50K
17,10th,Never-married,Other-service,10,<=50K
21,Some-college,Never-married,Sales,22,<=50K
46,Bachelors,Never-married,Machine-op-inspct,8,<=50K
18,HS-grad,Never-married,Sales,20,<=50K
23,HS-grad,Never-married,Craft-repair,20,<=50K
27,HS-grad,Widowed,Craft-repair,26,<=50K
48,10th,Divorced,Machine-op-inspct,32,<=50K
46,7th-8th,Married-spouse-absent,Priv-house-serv,24,<=50K
31,HS-grad,Never-married,Sales,30,<=50K
25,Assoc-acdm,Divorced,Tech-support,25,<=50K
26,HS-grad,Separated,Craft-repair,40,<=50K
35,HS-grad,Divorced,Other-service,40,<=50K
27,Bachelors,Never-married,Sales,40,<=50K
42,Bachelors,Divorced,Sales,40,<=50K
20,HS-grad,Never-married,Machine-op-inspct,40,<=50K
32,Some-college,Divorced,Farming-fishing,54,<=50K
50,HS-grad,Divorced,Prof-specialty,40,<=50K
55,Bachelors,Never-married,Tech-support,38,<=50K
29,Assoc-voc,Never-married,Tech-support,64,<=50K
41,7th-8th,Divorced,Craft-repair,40,<=50K
25,Bachelors,Never-married,Exec-managerial,60,<=50K
29,Bachelors,Never-married,Prof-specialty,40,<=50K
23,HS-grad,Never-married,Sales,48,<=50K
25,Bachelors,Never-married,Craft-repair,35,<=50K
42,Some-college,Divorced,Machine-op-inspct,40,<=50K
41,HS-grad,Divorced,Transport-moving,40,<=50K
32,Bachelors,Never-married,Sales,40,<=50K
25,Some-college,Never-married,Adm-clerical,40,<=50K
41,Bachelors,Never-married,Protective-serv,40,<=50K
24,HS-grad,Never-married,Craft-repair,40,<=50K
44,Some-college,Divorced,Adm-clerical,40,<=50K
29,Bachelors,Never-married,Exec-managerial,50,<=50K
51,HS-grad,Never-married,Machine-op-inspct,40,<=50K
39,10th,Widowed,Machine-op-inspct,40,<=50K
28,Some-college,Never-married,Craft-repair,40,<=50K
48,Some-college,Divorced,Adm-clerical,38,<=50K
34,Bachelors,Never-married,Exec-managerial,50,<=50K
45,HS-grad,Divorced,Adm-clerical,40,<=50K
47,HS-grad,Divorced,Transport-moving,40,<=50K
50,Masters,Divorced,Sales,45,<=50K
32,Masters,Never-married,Prof-specialty,40,<=50K
46,HS-grad,Divorced,Adm-clerical,43,<=50K
32,Bachelors,Divorced,Machine-op-inspct,42,<=50K
34,HS-grad,Divorced,Sales,40,<=50K
32,HS-grad,Divorced,Sales,62,<=50K
35,Bachelors,Never-married,Sales,40,<=50K
29,HS-grad,Never-married,Handlers-cleaners,45,<=50K
46,HS-grad,Never-married,Transport-moving,48,<=50K
30,Prof-school,Never-married,Prof-specialty,80,<=50K
34,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
35,Some-college,Married-civ-spouse,Handlers-cleaners,40,<=50K
31,Some-college,Married-civ-spouse,Transport-moving,45,<=50K
21,Assoc-voc,Married-civ-spouse,Adm-clerical,40,<=50K
40,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
48,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
41,5th-6th,Married-civ-spouse,Other-service,40,<=50K
33,Bachelors,Married-civ-spouse,Adm-clerical,42,<=50K
31,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
54,Some-college,Married-civ-spouse,Craft-repair,48,<=50K
51,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
25,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
43,12th,Married-civ-spouse,Transport-moving,40,<=50K
26,HS-grad,Married-civ-spouse,Other-service,20,<=50K
27,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
24,HS-grad,Married-civ-spouse,Machine-op-inspct,50,<=50K
50,7th-8th,Married-civ-spouse,Transport-moving,65,<=50K
55,Bachelors,Married-civ-spouse,Exec-managerial,35,<=50K
42,HS-grad,Married-civ-spouse,Machine-op-inspct,42,<=50K
59,Some-college,Married-civ-spouse,Farming-fishing,60,<=50K
20,11th,Married-civ-spouse,Handlers-cleaners,40,<=50K
23,HS-grad,Married-civ-spouse,Machine-op-inspct,30,<=50K
34,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
31,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
27,HS-grad,Married-civ-spouse,Farming-fishing,70,<=50K
67,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
46,Bachelors,Never-married,Sales,40,<=50K
44,HS-grad,Never-married,Adm-clerical,50,<=50K
25,Some-college,Never-married,Exec-managerial,45,<=50K
59,HS-grad,Widowed,Other-service,19,<=50K
47,HS-grad,Divorced,Adm-clerical,35,<=50K
21,Assoc-voc,Never-married,Craft-repair,40,<=50K
44,HS-grad,Divorced,Sales,40,<=50K
31,Some-college,Never-married,Sales,40,<=50K
37,Some-college,Divorced,Handlers-cleaners,40,<=50K
44,HS-grad,Divorced,Adm-clerical,45,<=50K
25,HS-grad,Never-married,Sales,37,<=50K
21,HS-grad,Never-married,Craft-repair,40,<=50K
27,Masters,Never-married,Prof-specialty,45,<=50K
27,Bachelors,Never-married,Sales,45,<=50K
34,Some-college,Never-married,Craft-repair,60,<=50K
30,HS-grad,Never-married,Craft-repair,40,<=50K
43,Some-college,Married-civ-spouse,Craft-repair,50,<=50K
32,HS-grad,Married-civ-spouse,Prof-specialty,48,<=50K
53,Assoc-voc,Married-civ-spouse,Exec-managerial,40,<=50K
47,11th,Married-civ-spouse,Adm-clerical,58,<=50K
40,Some-college,Married-civ-spouse,Other-service,40,<=50K
50,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,47,<=50K
34,Some-college,Married-civ-spouse,Tech-support,40,<=50K
42,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
50,Masters,Married-civ-spouse,Exec-managerial,40,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
42,Bachelors,Married-civ-spouse,Exec-managerial,60,<=50K
46,Assoc-acdm,Married-civ-spouse,Craft-repair,55,<=50K
57,Bachelors,Married-civ-spouse,Adm-clerical,40,<=50K
34,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
44,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
50,Some-college,Married-civ-spouse,Sales,40,<=50K
65,7th-8th,Married-civ-spouse,Exec-managerial,40,<=50K
45,Bachelors,Divorced,Exec-managerial,40,<=50K
36,Masters,Never-married,Prof-specialty,40,<=50K
31,Bachelors,Never-married,Exec-managerial,40,<=50K
42,Some-college,Divorced,Exec-managerial,40,<=50K
46,Bachelors,Divorced,Prof-specialty,40,<=50K
35,HS-grad,Never-married,Craft-repair,40,<=50K
54,Bachelors,Divorced,Sales,38,<=50K
34,HS-grad,Divorced,Craft-repair,38,<=50K
29,HS-grad,Never-married,Handlers-cleaners,40,<=50K
24,HS-grad,Never-married,Craft-repair,50,<=50K
44,Some-college,Divorced,Sales,46,<=50K
33,Bachelors,Never-married,Prof-specialty,36,<=50K
47,Assoc-acdm,Separated,Exec-managerial,40,<=50K
28,Bachelors,Never-married,Adm-clerical,40,<=50K
38,Some-college,Never-married,Other-service,40,<=50K
41,Some-college,Never-married,Craft-repair,40,<=50K
50,HS-grad,Divorced,Craft-repair,50,<=50K
29,Some-college,Never-married,Prof-specialty,40,<=50K
50,Assoc-acdm,Never-married,Sales,5,<=50K
49,Assoc-voc,Married-spouse-absent,Handlers-cleaners,42,<=50K
31,Bachelors,Widowed,Sales,40,<=50K
44,Some-college,Divorced,Transport-moving,40,<=50K
48,Masters,Never-married,Prof-specialty,40,<=50K
39,Some-college,Divorced,Sales,70,<=50K
39,Assoc-acdm,Divorced,Prof-specialty,40,<=50K
32,HS-grad,Never-married,Exec-managerial,40,<=50K
42,Some-college,Never-married,Prof-specialty,40,<=50K
25,Bachelors,Never-married,Exec-managerial,40,<=50K
42,11th,Never-married,Tech-support,40,<=50K
44,Assoc-voc,Never-married,Tech-support,40,<=50K
38,Bachelors,Never-married,Exec-managerial,40,<=50K
54,Bachelors,Divorced,Prof-specialty,40,<=50K
37,Bachelors,Never-married,Prof-specialty,42,<=50K
62,Bachelors,Married-civ-spouse,Adm-clerical,38,<=50K
72,Doctorate,Married-civ-spouse,Exec-managerial,40,<=50K
66,Some-college,Married-civ-spouse,Transport-moving,20,<=50K
33,HS-grad,Divorced,Adm-clerical,40,<=50K
29,HS-grad,Never-married,Sales,40,<=50K
25,Bachelors,Never-married,Tech-support,40,<=50K
39,Bachelors,Never-married,Sales,40,<=50K
33,HS-grad,Never-married,Craft-repair,40,<=50K
53,HS-grad,Divorced,Exec-managerial,40,<=50K
52,Bachelors,Separated,Adm-clerical,40,<=50K
23,Bachelors,Never-married,Prof-specialty,40,<=50K
60,HS-grad,Divorced,Exec-managerial,40,<=50K
27,7th-8th,Divorced,Machine-op-inspct,40,<=50K
34,Assoc-voc,Married-spouse-absent,Adm-clerical,40,<=50K
43,Some-college,Divorced,Sales,42,<=50K
33,Assoc-acdm,Divorced,Adm-clerical,40,<=50K
31,Assoc-acdm,Divorced,Sales,45,<=50K
50,Some-college,Divorced,Adm-clerical,40,<=50K
32,Assoc-acdm,Divorced,Prof-specialty,36,<=50K
34,11th,Divorced,Transport-moving,60,<=50K
69,Some-college,Widowed,Adm-clerical,38,<=50K
65,HS-grad,Widowed,Adm-clerical,36,<=50K
49,HS-grad,Separated,Prof-specialty,60,<=50K
40,HS-grad,Divorced,Exec-managerial,52,<=50K
43,Bachelors,Divorced,Prof-specialty,40,<=50K
59,HS-grad,Never-married,Exec-managerial,38,<=50K
39,Bachelors,Divorced,Tech-support,40,<=50K
49,Bachelors,Divorced,Exec-managerial,40,<=50K
39,HS-grad,Separated,Adm-clerical,35,<=50K
49,HS-grad,Separated,Prof-specialty,40,<=50K
39,Some-college,Divorced,Exec-managerial,40,<=50K
43,9th,Never-married,Machine-op-inspct,40,<=50K
41,HS-grad,Divorced,Adm-clerical,40,<=50K
46,Assoc-voc,Divorced,Tech-support,40,<=50K
47,HS-grad,Divorced,Craft-repair,40,<=50K
68,HS-grad,Married-civ-spouse,Transport-moving,12,<=50K
52,HS-grad,Never-married,Prof-specialty,40,<=50K
46,Masters,Divorced,Exec-managerial,45,<=50K
49,Masters,Widowed,Prof-specialty,20,<=50K
37,Masters,Divorced,Exec-managerial,45,<=50K
38,Bachelors,Divorced,Adm-clerical,40,<=50K
40,Some-college,Divorced,Tech-support,40,<=50K
36,Bachelors,Divorced,Prof-specialty,40,<=50K
28,10th,Never-married,Machine-op-inspct,40,<=50K
27,Preschool,Married-civ-spouse,Farming-fishing,24,<=50K
63,Masters,Married-civ-spouse,Farming-fishing,50,<=50K
18,HS-grad,Never-married,Protective-serv,3,<=50K
19,HS-grad,Never-married,Other-service,20,<=50K
55,HS-grad,Divorced,Exec-managerial,60,<=50K
61,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
62,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
90,Bachelors,Married-civ-spouse,Prof-specialty,50,<=50K
63,Some-college,Married-civ-spouse,Craft-repair,45,<=50K
64,Some-college,Married-civ-spouse,Exec-managerial,35,<=50K
70,Some-college,Married-civ-spouse,Sales,40,<=50K
67,7th-8th,Married-civ-spouse,Transport-moving,40,<=50K
67,Some-college,Divorced,Adm-clerical,35,<=50K
34,HS-grad,Separated,Adm-clerical,35,<=50K
38,Some-college,Divorced,Adm-clerical,40,<=50K
41,HS-grad,Divorced,Transport-moving,40,<=50K
35,Some-college,Divorced,Prof-specialty,40,<=50K
34,HS-grad,Never-married,Handlers-cleaners,35,<=50K
52,Masters,Divorced,Prof-specialty,60,<=50K
24,Masters,Never-married,Exec-managerial,90,<=50K
34,HS-grad,Divorced,Craft-repair,55,<=50K
29,Bachelors,Never-married,Sales,48,<=50K
25,Bachelors,Never-married,Sales,50,<=50K
40,Some-college,Divorced,Transport-moving,40,<=50K
28,Bachelors,Never-married,Prof-specialty,40,<=50K
59,Some-college,Widowed,Farming-fishing,40,<=50K
30,Some-college,Divorced,Prof-specialty,40,<=50K
26,Bachelors,Never-married,Adm-clerical,65,<=50K
53,HS-grad,Widowed,Machine-op-inspct,40,<=50K
40,HS-grad,Never-married,Adm-clerical,38,<=50K
39,Masters,Never-married,Prof-specialty,40,<=50K
25,HS-grad,Never-married,Sales,40,<=50K
28,Bachelors,Never-married,Exec-managerial,60,<=50K
35,HS-grad,Never-married,Adm-clerical,40,<=50K
47,11th,Never-married,Machine-op-inspct,40,<=50K
35,11th,Never-married,Craft-repair,40,<=50K
33,Some-college,Never-married,Adm-clerical,50,<=50K
39,HS-grad,Divorced,Other-service,40,<=50K
50,Bachelors,Married-spouse-absent,Prof-specialty,40,<=50K
40,HS-grad,Never-married,Exec-managerial,43,<=50K
38,Bachelors,Divorced,Exec-managerial,60,<=50K
55,Assoc-voc,Widowed,Prof-specialty,40,<=50K
30,Bachelors,Married-spouse-absent,Craft-repair,60,<=50K
35,Assoc-voc,Divorced,Adm-clerical,40,<=50K
71,HS-grad,Married-civ-spouse,Protective-serv,20,<=50K
65,Assoc-voc,Married-civ-spouse,Farming-fishing,60,<=50K
90,HS-grad,Married-civ-spouse,Other-service,40,<=50K
72,Assoc-voc,Separated,Other-service,25,<=50K
65,Bachelors,Divorced,Prof-specialty,40,<=50K
57,5th-6th,Divorced,Transport-moving,40,<=50K
46,Masters,Divorced,Prof-specialty,50,<=50K
45,Some-college,Divorced,Adm-clerical,35,<=50K
36,Some-college,Separated,Adm-clerical,56,<=50K
35,HS-grad,Never-married,Machine-op-inspct,65,<=50K
41,Bachelors,Divorced,Transport-moving,40,<=50K
38,Some-college,Never-married,Adm-clerical,35,<=50K
49,Bachelors,Divorced,Prof-specialty,45,<=50K
47,Bachelors,Widowed,Craft-repair,40,<=50K
26,11th,Never-married,Machine-op-inspct,48,<=50K
46,Assoc-acdm,Widowed,Tech-support,40,<=50K
72,HS-grad,Widowed,Adm-clerical,40,<=50K
68,Masters,Never-married,Adm-clerical,20,<=50K
67,Bachelors,Divorced,Adm-clerical,35,<=50K
38,Some-college,Divorced,Adm-clerical,44,<=50K
26,HS-grad,Never-married,Machine-op-inspct,40,<=50K
28,HS-grad,Separated,Adm-clerical,40,<=50K
45,Assoc-acdm,Divorced,Prof-specialty,38,<=50K
42,HS-grad,Divorced,Exec-managerial,50,<=50K
39,HS-grad,Divorced,Other-service,40,<=50K
47,Masters,Divorced,Prof-specialty,45,<=50K
36,Masters,Divorced,Prof-specialty,30,<=50K
39,Bachelors,Divorced,Prof-specialty,60,<=50K
43,HS-grad,Divorced,Craft-repair,50,<=50K
45,HS-grad,Divorced,Sales,40,<=50K
37,Assoc-voc,Never-married,Prof-specialty,40,<=50K
40,Bachelors,Divorced,Prof-specialty,40,<=50K
60,Bachelors,Separated,Prof-specialty,55,<=50K
24,Some-college,Never-married,Sales,30,<=50K
30,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
43,Masters,Married-civ-spouse,Exec-managerial,45,<=50K
54,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
45,Some-college,Married-civ-spouse,Sales,40,<=50K
47,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
40,HS-grad,Married-civ-spouse,Sales,20,<=50K
36,Bachelors,Married-civ-spouse,Exec-managerial,50,<=50K
26,Masters,Married-civ-spouse,Prof-specialty,40,<=50K
49,Bachelors,Married-civ-spouse,Prof-specialty,45,<=50K
44,HS-grad,Married-civ-spouse,Exec-managerial,60,<=50K
27,HS-grad,Married-civ-spouse,Machine-op-inspct,46,<=50K
41,Some-college,Married-civ-spouse,Farming-fishing,70,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
29,10th,Married-civ-spouse,Craft-repair,40,<=50K
26,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
30,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
35,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
30,Assoc-acdm,Married-civ-spouse,Protective-serv,45,<=50K
29,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
46,HS-grad,Married-civ-spouse,Sales,50,<=50K
48,Some-college,Married-civ-spouse,Prof-specialty,45,<=50K
52,Assoc-voc,Married-civ-spouse,Tech-support,40,<=50K
60,HS-grad,Married-civ-spouse,Prof-specialty,40,<=50K
43,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
39,HS-grad,Married-civ-spouse,Other-service,40,<=50K
31,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
52,Masters,Married-civ-spouse,Exec-managerial,40,<=50K
26,HS-grad,Married-civ-spouse,Craft-repair,60,<=50K
44,Bachelors,Married-civ-spouse,Adm-clerical,40,<=50K
35,Some-college,Married-civ-spouse,Sales,70,<=50K
35,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
45,Bachelors,Married-civ-spouse,Adm-clerical,45,<=50K
52,10th,Married-civ-spouse,Craft-repair,40,<=50K
28,Bachelors,Married-civ-spouse,Exec-managerial,55,<=50K
54,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
56,7th-8th,Married-civ-spouse,Machine-op-inspct,45,<=50K
48,Bachelors,Married-civ-spouse,Exec-managerial,45,<=50K
59,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
46,Some-college,Married-civ-spouse,Other-service,40,<=50K
45,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
55,Some-college,Married-civ-spouse,Craft-repair,52,<=50K
50,HS-grad,Married-civ-spouse,Craft-repair,45,<=50K
49,HS-grad,Married-civ-spouse,Craft-repair,60,<=50K
33,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
51,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
42,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
47,HS-grad,Married-civ-spouse,Other-service,40,<=50K
32,HS-grad,Married-civ-spouse,Machine-op-inspct,55,<=50K
49,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
49,HS-grad,Married-civ-spouse,Craft-repair,50,<=50K
31,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
52,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
32,Bachelors,Married-civ-spouse,Prof-specialty,45,<=50K
63,Masters,Married-civ-spouse,Tech-support,40,<=50K
39,Bachelors,Married-civ-spouse,Prof-specialty,32,<=50K
56,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
35,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
53,HS-grad,Married-civ-spouse,Craft-repair,35,<=50K
57,Some-college,Married-civ-spouse,Sales,50,<=50K
29,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
47,HS-grad,Married-civ-spouse,Prof-specialty,24,<=50K
52,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
51,Masters,Married-civ-spouse,Prof-specialty,40,<=50K
24,Bachelors,Married-civ-spouse,Prof-specialty,30,<=50K
37,Some-college,Married-civ-spouse,Tech-support,40,<=50K
43,Masters,Married-civ-spouse,Handlers-cleaners,12,<=50K
28,Some-college,Married-civ-spouse,Handlers-cleaners,55,<=50K
36,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
49,HS-grad,Married-civ-spouse,Sales,40,<=50K
75,Doctorate,Married-civ-spouse,Prof-specialty,3,<=50K
45,HS-grad,Divorced,Tech-support,40,<=50K
34,Masters,Never-married,Prof-specialty,60,<=50K
34,HS-grad,Never-married,Adm-clerical,40,<=50K
26,Bachelors,Never-married,Prof-specialty,35,<=50K
34,Bachelors,Divorced,Prof-specialty,55,<=50K
27,HS-grad,Divorced,Adm-clerical,50,<=50K
30,Bachelors,Never-married,Transport-moving,40,<=50K
36,HS-grad,Never-married,Adm-clerical,40,<=50K
27,Bachelors,Never-married,Prof-specialty,36,<=50K
28,Some-college,Never-married,Tech-support,40,<=50K
52,Assoc-acdm,Divorced,Other-service,30,<=50K
37,Bachelors,Never-married,Prof-specialty,45,<=50K
59,7th-8th,Never-married,Farming-fishing,40,<=50K
32,Masters,Never-married,Prof-specialty,40,<=50K
25,Assoc-voc,Never-married,Adm-clerical,40,<=50K
55,HS-grad,Separated,Machine-op-inspct,45,<=50K
29,Bachelors,Never-married,Prof-specialty,40,<=50K
31,Bachelors,Divorced,Exec-managerial,45,<=50K
35,HS-grad,Never-married,Exec-managerial,50,<=50K
36,9th,Divorced,Handlers-cleaners,56,<=50K
36,12th,Never-married,Exec-managerial,50,<=50K
42,Masters,Divorced,Prof-specialty,40,<=50K
53,Some-college,Divorced,Adm-clerical,40,<=50K
49,Masters,Never-married,Prof-specialty,40,<=50K
39,HS-grad,Never-married,Protective-serv,48,<=50K
31,12th,Never-married,Sales,50,<=50K
30,HS-grad,Divorced,Exec-managerial,40,<=50K
39,HS-grad,Never-married,Tech-support,44,<=50K
25,Masters,Never-married,Prof-specialty,37,<=50K
37,Assoc-voc,Never-married,Protective-serv,40,<=50K
35,Some-college,Never-married,Prof-specialty,20,<=50K
39,HS-grad,Divorced,Prof-specialty,40,<=50K
40,Bachelors,Never-married,Prof-specialty,40,<=50K
42,Bachelors,Never-married,Exec-managerial,35,<=50K
41,Some-college,Married-spouse-absent,Adm-clerical,40,<=50K
35,Bachelors,Never-married,Tech-support,40,<=50K
32,Some-college,Never-married,Craft-repair,45,<=50K
42,Masters,Never-married,Exec-managerial,40,<=50K
47,HS-grad,Divorced,Machine-op-inspct,40,<=50K
28,Assoc-voc,Never-married,Prof-specialty,40,<=50K
23,HS-grad,Divorced,Craft-repair,50,<=50K
55,Some-college,Divorced,Adm-clerical,20,<=50K
23,Some-college,Never-married,Other-service,40,<=50K
45,Some-college,Divorced,Sales,40,<=50K
43,HS-grad,Never-married,Prof-specialty,40,<=50K
38,Some-college,Separated,Other-service,72,<=50K
40,Bachelors,Never-married,Exec-managerial,48,<=50K
50,Masters,Divorced,Exec-managerial,70,<=50K
33,Bachelors,Separated,Prof-specialty,35,<=50K
31,Some-college,Divorced,Craft-repair,40,<=50K
41,Masters,Widowed,Prof-specialty,55,<=50K
60,HS-grad,Divorced,Machine-op-inspct,40,<=50K
62,Masters,Never-married,Handlers-cleaners,40,<=50K
50,Some-college,Divorced,Craft-repair,22,<=50K
41,Some-college,Divorced,Exec-managerial,40,<=50K
32,Assoc-voc,Never-married,Tech-support,40,<=50K
57,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
32,Preschool,Married-civ-spouse,Machine-op-inspct,40,<=50K
23,11th,Married-civ-spouse,Transport-moving,25,<=50K
39,HS-grad,Married-civ-spouse,Adm-clerical,24,<=50K
22,HS-grad,Married-civ-spouse,Priv-house-serv,40,<=50K
56,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
43,7th-8th,Married-civ-spouse,Farming-fishing,40,<=50K
